"id","name","class","grade","race","properties","abilities","cost","melee_atk","melee_def","range_def","armour","speed","accuracy","range","ammunition","reload","charge","charge_type","health","stamina","mana","meleeweapon","rangeweapon","morale","discipline","sight","size","troop","type","upkeep","spell","item","description"
100,"Bodi Skullcrushers",9,1,1,"56,123",,,70,40,0,"1,3",39,0,0,0,0,80,5,,,,,,,20,,1,70,1,,,,
101,"Monk Warriors",30,8,1,"115,298","105",,60,35,10,"16,3",58,0,0,0,0,30,1,100,130,0,,,120,75,7,1,50,1,,,,"Religions may preach peace most of the time but there are times that even the most peaceful must take arms to smite the evils or at the very least to protect their faith. These Monk Warriors are trained in martial arts in an extremely strict environment that even most well-trained warriors wouldn't even dream of. Aside from the martial prowess, they also have the mind of steel that can endure in the direst situation without breaking. "
102,"Holy Fists",18,9,1,"34,115,298","43,105",,73,50,10,"16,3",62,0,0,0,0,43,1,110,140,17,,,130,80,7,1,20,1,,,,
103,"Sacred Robes",18,9,1,"68,115,298","105",,68,45,30,"28,3",55,0,0,0,0,34,1,,130,38,,,130,85,7,1,15,1,,,,
104,"Temple Guards",30,8,1,"24,115,298","94,105",,65,60,5,"2,3",45,0,0,0,0,67,1,,,5,,,120,75,5,1,70,1,,,,
105,"Halrasarms",18,9,1,"115,298","105,143",,,,,"16,4",60,0,0,0,0,,1,,,,,,135,80,8,1,25,1,,,,
106,"Tranquility Monks",30,9,1,"37,115,247,298","75,105",,,,,"0,0",60,0,0,0,0,,1,,,,,,150,85,9,1,10,1,,,,"Still, if the situation gets to the point that these peaceful people are out for your blood, it may be time to go into hiding before your head get chopped off by a group of monks as a punishment for your wrongdoing."
107,"Pigrims Of Kobandang",30,8,1,"115,298","90,105,193",,,,,"16,4",65,0,0,0,0,,1,,,,,,135,70,7,1,35,1,,,,
108,"Divine Champions",1,9,1,"27,111,115,298","105,136",,,,,,,,,,,,1,,,,,,145,85,5,1,10,1,,,,
109,"Nun Warriors",30,8,1,"115,298",,,53,42,8,"16,3",55,0,0,0,0,26,1,100,,,"30,3","0,0",120,90,7,1,50,1,,,,
110,"Enlightened Nuns",18,9,1,"115,298","88",,,,10,"16,3",64,0,0,0,0,35,1,100,,,"18,3","0,0",130,100,9,1,20,1,,,,
111,"Pure Minds And Bodies",18,9,1,"115,248,298","61",,,,,"0,0",68,0,0,0,0,22,1,120,,,"18,3","0,0",145,100,9,1,35,1,,,,
112,"Baladoi Kilkoes",30,9,1,"115,298","195",,,,,,,0,0,0,0,,1,,,,"30,3","0,0",125,95,7,1,60,1,,,,
113,"Nalan Preachers",30,9,1,"58,115,298","189,193",,,,,,,0,0,0,0,,1,,,,"30,3","0,0",115,90,6,1,,1,,,,
114,"War Assassins",4,2,1,"33,232,304","44,196",,68,40,10,"2,3",65,,,,,43,21,100,120,0,"2,3",,100,75,5,1,30,1,,,,
115,"Hashshashin",1,2,1,"33,56,227,232,304","44,96,196",,73,34,10,"26,3",67,,,,,64,,100,130,0,"2,3",,105,80,5,1,20,1,,,,
116,"Golanggas",4,2,1,"33,56,194,232,304","44,196",,,,,,,,,,,,,,,2,"2,4",,110,80,4,1,15,1,,,,
117,"Shadow Lawmakers",3,4,1,"14,56,33,232,304","44,196",,,,,,,,,,,,,,,0,"2,4",,135,95,4,1,10,1,,,,
118,"Scouts",3,1,1,"190,225,308","160,196",,32,35,3,"20,3",62,,,,,,21,100,115,0,,,100,50,8,1,10,1,,,,"Intelligence is one of the key aspects of victory in warfare. Knowing the location, who is leading, and how many are the enemy troops can let one formulate a well-thought plan. Scouts are well-versed in the art of reconnaissance, skirmishing and ambushing. A battalion of Scouts leading the main army body is the basis of every capable leader's tactic. With extremely high survivability ability, the only real threat to Scouts is light cavalry units that are capable of catching up to their speed. "
119,"Mountaineer Scouts",3,1,1,"192,223,308","160,196",,31,35,3,"20,3",62,,,,,,21,,130,0,,,100,55,7,1,10,1,,,,
120,"Border Patrols",3,1,1,"308","160",,45,52,5,"2,3",54,60,30,3,60,,21,,115,0,,,100,65,7,1,30,1,,,,
121,"Giseras",3,1,1,"194,308","44,160",,,,,,,,,,,,21,,,0,,,105,,6,1,15,1,,,,
122,"Lagoinu Watchers",3,1,1,"308","160,196",,,,,,,,,,,,21,,,0,,,100,,8,1,20,1,,,,
123,"Foe Seekers",3,2,1,"16,236,305,307","160,196",,,,,,,,,,,,21,,,0,,,110,,9,1,10,1,,,,
124,"Bandits",12,10,1,"3,112,225",,,,,,"9,1",,,15,8,10,29,21,100,105,0,,,90,20,6,1,200,1,,,,"The pests of early civilisation that creeping in the area where the hand of law cannot reach. Bandits are a group of people that take up arms to rob, loot and raze village or even unguarded town for their survival. Using whatever equipments they can get, Bandits are versatile units that can be used in both skirmish and serious melee engagement.  Their looting ability also allows them to gain more resource from raiding."
125,"Free People",3,10,1,"3,112,222",,,,,,"20,3",,,10,5,20,33,21,100,100,0,,,90,25,6,1,150,1,,,,
126,"Pirates",1,10,1,"112,191",,,,,,"20,3",,,0,0,0,25,21,100,110,0,,,90,20,7,1,100,1,,,,"The outlaws of the high sea where the dream of treasure is always in reach. Interesting enough, history seems to suggest that pirate may not always be outlaws and often are employed as privateers by many empires such as the Barbary pirates, Vikings and of course Republic of Pirates (being privateers of their very own country). Living on the sea for the major part of their life allows Pirates to become a fearsome naval force and later on a legend that fascinates people of the future."
127,"Raiders",1,10,1,"112,113",,,,,,"9,3",,,25,2,40,47,21,100,110,0,,,95,15,5,1,150,1,,,,
128,"Jukkaila Mountain Bandits",12,10,1,"48,112,113,192,223","139",,,,,"4,3",,,0,0,0,67,1,105,120,0,,,105,10,5,1,100,1,,,,
129,"Raiders Of The Red Flag",1,10,1,"56,112,113,149,308",,,,,,"9,4",,,30,3,50,70,,105,115,0,,,105,35,4,1,100,1,,,,
130,"City Guards",5,0,1,"93","33",,,,,,,,,,,,21,,,,,,100,,,1,150,1,,,,"Law and order is the foundation of every society. Before the existence of modern police is the group of militia or volunteer that served as the City Guards that enforce the law, catch the criminals and any other menial tasks. Usually armed with polearms and light armour, they are less suited for an open field battle but more on urban combat."
131,"Flower Guards",14,2,1,"93",,,,,,,,,,,,,21,,,,,,,,,1,100,1,,,,
132,"Medals Carriers",14,4,1,"93",,,,,,,,,,,,,,,,,,,,,,1,30,1,,,,
133,"Peace Holders",5,3,1,"93",,,,,,,,,,,,,,,,,,,,,,1,50,1,,,,
134,"Halberdiers",14,2,1,"22","34",,64,20,0,"2,3",18,,,,,,,100,100,,,,100,,,1,100,1,,,,
135,"Wardens",14,2,1,"22","34",,61,25,0,"1,4",15,,,,,,,,,,,,,,,1,100,1,,,,
136,"Landguards",14,1,1,"22","34",,60,22,0,"1,3",17,,,,,,,,,,,,,,,1,200,1,,,,
137,"Tiger Troops",14,2,1,"22","34",,68,20,0,"10,3",16,,,,,,,,,,,,,,,1,150,1,,,,
138,"Guardmen Of Sopust",14,1,1,"12,22","34",,58,30,0,"1,3",15,,,,,,,,,,,,,,,1,200,1,,,,
139,"Kubala Halbarses",14,5,1,"22,43","34",,,,10,"1,4",13,,,,,,,,,,,,,,,1,100,1,,,,
140,"Law Enforcers",14,3,1,"22,115,124","34",,,,0,"2,3",23,,,,,,,,,,,,,,,1,80,1,,,,
141,"Paladins",1,8,1,"54,100","161",,,,,"5,3",,,,,,,,,,,,,120,85,,1,40,1,,"Blessing","Elixir",
142,"Crusader",7,8,1,"54,100,298","161",,,,,"4,3",,,,,,,,,,,,,,85,,1,40,1,,"Blessing","Healing Potion","The holy warriors set out to reclaim the holy land. Crusaders follow what God tells them to do and believe his teaching in their heart. No infidel will escape from the wrath of righteous. Their devotion allows them to fight with fervour and fury that no common man can achieve. The path to heaven is only opened to those who are willing to cross pass it. "
143,"Templar",1,8,1,"54,100,298","161",,,,,"4,3",,,,,,,,,,,,,,90,,1,40,1,,"Blessing","Healing Potion",
144,"War Clerics",7,9,1,"54,298","161",,,,,,,,,,,,,,,,,,,85,,1,20,1,,"Blessing","Elixir",
145,"Holy Knights",1,9,1,"54,100,104,111","161",,,,,"7,3",,,,,,,,,,,,,,95,,1,40,1,,,"Blessing Scroll",
146,"Ghartiewa's Guardians",15,9,1,"22,54,111,298","35,161",,,,,,,,,,,,,,,,,,,100,,1,15,1,,,"Life Potion, ",
147,"Champion Of Light",7,9,1,"54,100,104,298","161",,,,,,,,,,,,,,,,,,,100,,1,5,1,,,"Strength Potion",
148,"Hell Vanquisher",1,9,1,"54,100,174,298","136,161",,,,,,,,,,,,,,,,,,,95,,1,5,1,,,"Strength Potion, Speed Potion, Stamina Potion",
149,"Houndmasters",3,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
150,"Beastmasters",3,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
151,"Tainted Sannaria Warriors",,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
152,"Mikos Bhklui",,3,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
153,"Painted Houndmasters",,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
154,"Houndmasters Of Lueae",,4,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
155,"Barbarians",13,0,1,"24",,,,,0,,,,,,,,1,,,,,,,20,,1,150,1,,,,
156,"Highlanders",12,0,1,"24,192",,,,,0,"3,3",,,,,,,1,,,,,,,25,,1,150,1,,,,
157,"Great Axe Warriors",13,1,1,"24",,,,,0,,,,,,,,1,,,,,,,,,1,,1,,,,
158,"Great Mountain Children",13,0,1,"24,192,265",,,,,0,,,,,,,,,,,,,,,20,,1,,1,,,,
159,"Savage Defilers",13,1,1,"11,24,112,162",,,,,0,,,,,,,,4,,,,,,,,,1,,1,,,,
160,"Swift Marauders",13,2,1,"24,112",,,,,0,,,,,,,,1,,,,,,,,,1,,1,,,,
161,"Berserkers",12,1,1,"11,24",,,,5,0,"3,3",50,0,0,0,0,,4,,,,,,,,,1,50,1,,,,
162,"Naked Warriors",12,1,1,"11,24",,,,5,0,"0,0",56,0,0,0,0,,4,,,,,,,,,1,,1,,,,
163,"Aggressive Tranquils",7,3,1,"11,24",,,,15,0,"16,3",55,0,0,0,0,,4,,,,,,,35,,1,,1,,,,
164,"Stone Dwelling Banishers",10,2,1,"11,24",,,,10,15,"3,3",54,0,0,0,0,,4,,,,,,,20,,1,,1,,,"Juicy Meat",
165,"Greatswordsmen",2,1,1,"22,24",,,,,,,,,,,,,21,,,,,,,40,,1,100,1,,,,
166,"Zweihanders",2,2,1,"22,24","98",,,,,,,,,,,,21,,,,,,,45,,1,,1,,,,
167,"Greatswords Of Tasadun",2,3,1,"11,22,24","48,58",,,,,,,,,,,,3,,,,,,,65,,1,,1,,,,
168,"Sinkpako Jibes",2,3,1,"12,22,24,176","100,132,153",,,,,,,,,,,,21,,,,,,,50,,1,,1,,,,
169,"Qistiaz Zailarorns",2,5,1,"11,22,24,34","53,178",,,,,,,,,,,,3,,,,,,,65,,1,,1,,,,
170,"Glaive Warriors",16,2,1,"22,24","49",,,,,,,,,,,,21,,,,,,,40,,1,100,1,,,,
171,"Great Glaive Warriors",16,2,1,"22,24","49",,,,,,,,,,,,21,,,,,,,40,,1,,1,,,,
172,"Dragon Warriors",16,5,1,"22,24,56","49",,,,,,,,,,,,21,,,,,,,55,,1,,1,,,,
173,"Sanlamaan's Blades",16,4,1,"11,22,24","54",,,,,,,,,,,,21,,,,,,,65,,1,,1,,,,
174,"Zogi Zanguas",16,4,1,"22,24","49,151",,,,,,,,,,,,21,,,,,,,60,,1,,1,,,,
175,"Gayarln Masked Barodories",16,4,1,"24,35,56","64,181",,,,,,,,,,,,21,,,,,,,80,,1,,1,,,,"These masked armoured glaive wielding nun warriors are nothing but terrifying sight to behold. Fortunately, they only take part in a battle only if they consider their temple to be in danger. The lord Gayarta once said: ""No one but Barodory can be the master of this gate (The gate to middle celestial order)"""
176,"Hammer Warriors",10,1,1,"0",,,,,,,,,,,,,21,,,,,,,40,,1,150,1,,,,
177,"Great Hammer Warriors",10,2,1,,"123",,,,,,,,,,,,21,,,,,,,40,,1,,1,,,,
178,"Instruments Of War",10,2,1,,"134",,,,,,,,,,,,21,,,,,,,65,,1,,1,,,,
179,"Shaairebriels",10,4,1,,"94",,,,,"80",,,,,,,20,,,,,,,25,,1,,1,,,,
180,"Archers",24,1,1,"16","82",,13,22,0,"20,3",48,45,40,40,5,5,19,100,100,0,"4,3","24,3",100,35,6,1,200,2,,,,"In ancient time, archery is everything. It is survival, it is tradition, it is honour and it is victory. Archery allows human more chance to survive in a dangerous hunt than the other primitive hunting tool due to its long-range. Often time society creates a tradition for practising archery since childhood as its mastery is extremely difficult to achieve. Unsurprisingly, the most efficient tool to hunt animals become the most efficient tool to kill another human in warfare. Capable of loosing arrows with short bows, archers are superb additions in any army."
181,"Foot Archers",24,1,1,"16","82",,19,29,0,"1,3",39,45,40,45,5,10,19,100,105,0,"3,3","24,3",100,35,5,1,200,2,,,,"Often times, archers do not equip heavy armours or heavy melee weapon in battle because there are no such needs for them. It is the duty of melee infantries to protect them from such a threat. But in a few exceptional scenarios, archers may need to be prepared for melee engagement. If the situation requires it, these Foot Archers are more prepared for such demand and may even survive after the bloodbath.  "
182,"Steppe Light Bows",24,0,1,"16","82",,14,24,0,"19,3",53,50,47,46,4,4,19,100,110,0,"3,3","24,3",100,30,7,1,150,2,,,,
183,"Shortbow Archers",24,1,1,"16","78,82",,12,22,0,"20,3",51,43,35,50,4,5,19,100,100,0,"3,3","24,3",100,35,6,1,200,2,,,,"Although lacking the stopping power of the heavier bow, shortbow makes up for the glaring weakness with superb drawing speed. Shortbow Archers are capable of swiftly raining volley of arrows that can botch the sky. As such, Shortbow Archers are superior to other range units when one's tactic is to quickly dispatch the enemy as soon as possible. But beware that such a tactic will exhaust the ammunition rapidly."
184,"Noble Archers",24,11,1,"16","82",,19,35,0,"4,3",38,55,44,50,4,25,19,100,105,0,"2,4","24,4",110,45,5,1,50,2,,,,"It is not uncommon for nobles to pick up archery as their way of combat in a society where chivalry concept is less prominent. With superior wealth and training, Noble Archers carry better quality bow and armour into battle and skillfully shoot down the enemy. They also equipped themselves with meaningful melee sidearms in case the enemy manages to penetrate through the lowly melee troops in the frontline."
185,"Huludtees",24,1,1,"16","82",,36,42,0,"1,3",42,45,47,45,4,6,19,100,,0,,"24,3",100,50,5,1,100,2,,,,
186,"Flying arrow of Meln",24,2,1,"16","41,82",,10,15,0,"14,3",64,50,50,50,2,2,19,100,,0,,"24,3",110,55,7,1,180,2,,,,
187,"Mollittian Archers",24,1,1,"16,112","61,82",,25,24,5,"20,3",60,40,45,40,3,12,19,100,,0,,"24,3",110,50,6,1,80,2,,,,
188,"Radalliel Gondels",24,11,1,"16","82,87",,14,28,5,"1,3",52,65,52,60,3,16,19,100,,0,,"24,4",115,60,5,1,60,2,,,,
189,"Light Crossbowmen",26,1,1,"0","0",,12,21,0,"20,3",45,45,30,45,9,5,19,100,100,0,"3,3","26,3",100,50,6,1,200,2,,,,"Carrying a lighter version of the crossbow, Light Crossbowmen served as a skirmish infantry rather than a ranged damage dealer, unlike its heavier counterpart. With superior movement speed but somewhat inferior killing force, this unit is best used to flank the enemy and rain death from their rear."
190,"Crossbowmen",26,1,1,,,,11,18,0,"2,3",42,,38,35,9,7,19,100,100,0,"3,3","26,3",100,50,5,1,150,2,,,,"A group of peasants or militias trained to use a crossbow for a week can already accomplish what archers need to learn for a year. Although not really well-trained, their reload speed is much slower than archers and their bow. But once loaded, a volley of steel bolts can destroy even a group of heaviest knights. As long as it hit the target that is."
191,"Gettiles",26,1,1,,,,30,32,16,"1,3",45,,37,30,8,,19,100,,0,,"26,3",,,5,1,130,2,,,,
192,"Gemmius Sicsalus",26,2,1,,"41",,,,,,,,38,40,7,,19,100,,0,,"26,3",,,6,1,70,2,,,,
193,"Songes ",26,1,1,"194,225","44",,10,13,0,"20,3",64,,40,30,8,,19,100,,0,,"26,4",,,8,1,30,2,,,,"Songes is a group of rangers wielding light crossbow that patrol the Forest of Estaliart as most of the monsters that dwell in that forest have thick skin enough to resist the arrow from a bow. Although consist of mostly volunteer and conscript, these rangers are experienced enough to travel through most forest unhindered. "
194,"Longbowmen",23,1,1,"16","82",,7,17,0,"20,3",40,60,65,45,7,3,19,100,110,0,"4,3","23,3",100,60,7,1,100,2,,,,
195,"Greatbowmen",25,2,1,"16","82",,4,12,0,"20,3",34,60,70,40,9,1,19,100,110,0,"4,3","25,3",100,65,7,1,80,2,,,,
196,"Greatbows Of Kobala",25,4,1,"16,74,305","82,101",,5,11,5,"14,3",38,65,75,50,9,6,19,100,125,0,"4,3","25,5",,77,8,1,30,2,,,,
197,"Barlisia",25,1,1,"16,74,224","82,196",,,19,2,"20,3",40,65,70,50,8,12,19,100,115,0,"4,3","25,3",,80,7,1,60,2,,,,
198,"Sogellel Itina",23,4,1,"16,19,74,241","82",,,10,4,"12",54,60,65,30,6,4,19,100,105,0,"4,3","23,4",,70,7,1,60,2,,,,
199,"Mulugar Practitioners",23,3,1,"13,16,19,111","45,83",,14,36,35,"11",57,90,73,25,5,,19,100,130,0,"4,3","23,4",,85,6,1,40,2,,,,
200,"Heavy Crossbowmen",27,1,1,0,,,8,14,0,"20,3",27,45,41,35,12,8,17,100,100,0,"3,3","27,3",100,55,4,1,150,2,,,,"The invention of the crossbow also sparks for the invention of even heavier armour to resist its penetration power. Heavy Crossbowmen wield such heavy crossbow that requires a specialised tool to helps with the reloading process. The payoff, however, is tremendous as a shot from these crossbows is surely capable of killing any knight that a lighter crossbow incapable of accomplishing."
201,"Arbalesters",29,1,1,,,,3,10,0,"20,3",19,50,48,30,16,2,17,100,120,0,"3,3","29,3",100,60,5,1,100,2,,,,
202,"Armoured Crossbowmen",27,1,1,,,,15,21,0,"9,3",20,45,40,30,12,5,17,100,115,0,"3,3","27,3",100,55,4,1,150,2,,,,"It is a fact that a crossbow is much less effective when shooting in an arc degree (similar to a gun). This means that often time Crossbowmen are required to be in the frontline to shoot at the enemy, which pose a risk of exposure to melee combat. Armoured Crossbowmen who armed themselves in heavier armours and weaponry can serve in both roles."
203,"Knightslayers",29,2,1,,,,9,28,0,"20,3",22,60,41,30,14,,17,100,125,0,"3,3","29,4",105,60,5,1,80,2,,,,"Very few can claim to be the killer of knights for that would mean they are the strongest force in the old world. But with a heavy crossbow in hands, a group of well-trained troops will discharge message of death to anyone who dares be in the front of such force. And thus the pyramid of society change once again."
204,"Pavise Crossbowmen",27,1,1,,"46",,5,5,50,"1,3",19,45,39,30,13,,17,100,110,0,"3,3","27,3",100,60,5,1,150,2,,,,"As reloading does not require the shooter to keep looking at the enemy, it is almost an obvious solution to put a shield on one's back and simply turn body backwards and use the shield to protect against incoming arrows while reloading the crossbow. In the trade-off between two ranged infantry units, Pavise Crossbowmen usually are the one that will come out on top."
205,"Adrianlow Company",29,10,1,3,"41,46",,15,13,62,"1,3",25,50,40,30,13,,17,100,,0,"3,4","29,4",120,70,5,1,70,2,,,,
206,"Migais",27,2,1,"74","45",,6,12,0,"2,3",31,65,45,35,13,,17,100,,0,"3,3","27,3",110,65,5,1,40,2,,,,
207,"Dragon Slayers",29,4,1,"25,58,74,83","45",,4,13,17,"10,3",28,70,65,30,17,,17,100,,10,"4,3","29,5",115,80,7,1,20,2,,,,"To be a killer of greatest creature in the world is the highest glory one can possibly get. The Dragon Slayers are the most well trained and equiped groups to accomplish just that."
208,"Slingers",19,1,1,"16","0",,12,25,0,"14,3",57,,40,60,3,,19,100,105,0,"4,3","19,3",100,50,7,1,200,2,,,,"Who would expect a piece of stone can be so devastating even for those in armour? Sling remain one of the most effective way to kill enemies in skirmish battle even today ."
209,"Zolunz Mikezs",19,1,1,"16","44",,,,,,,,,,3,,19,100,,0,"4,3","19,3",,,7,1,150,2,,,,
210,"Malorn Patrols",19,2,1,"16,194,307",,,20,44,23,,,,,,2,,19,100,,0,"4,3","19,3",,,7,1,100,2,,,,"Patrols of Malorn mountain paths use slingshot as their main weapon due to the abundance of small rock."
211,"Magic Archers",23,2,1,"16","86",,16,30,,"2,3",50,,60,60,9,,19,100,100,16,,"23,4",,80,7,1,50,2,,,,
212,"Roya Magic Archers",23,11,1,"16,19","86",,21,40,0,"4,3",41,60,50,50,8,30,19,100,105,,,"23,5",,85,5,1,20,2,,,,
213,"White Chartars",23,2,1,"16","86",,,,,,,,,,11,,19,100,100,28,,"23,5",,95,7,1,30,2,,,,
214,"Laigaras",23,3,1,"16","86",,,,,,,,,,11,,19,100,100,24,,"23,5",,90,7,1,10,2,,,,
215,"Dalinars Kilans",23,11,1,"16,19,39","86",,33,50,5,"9,3",50,60,50,50,10,30,19,100,,,,"23,5",,85,5,1,10,2,,,,
216,"Snipers",23,2,1,"16,74,236","101,196",,10,20,15,"14,3",62,80,72,25,12,,19,100,110,0,"4,3","23,4",100,75,9,1,20,2,,,,
217,"Bowmasters",23,5,1,"16,74,236","101",,15,30,31,"2,5",67,90,70,25,7,,19,100,130,0,"4,4","23,5",125,100,10,1,10,2,,,,
218,"Chosen Eyes",23,3,1,"16,74,236","101,196",,8,20,22,"2,4",61,85,80,25,10,,19,100,115,0,"4,3","23,5",110,90,10,1,10,2,,,,
219,"Gelvos Snipers",23,4,1,"16,74,236","101,196",,44,43,20,"1,5",44,80,70,20,10,,19,100,,0,"4,3","23,5",,75,9,1,15,2,,,,
220,"Swift And Steady Bows",23,4,1,"16,74,194,236","41,45,101,196",,8,15,17,"14,4",70,75,70,25,8,,19,100,,0,"4,3","23,4",,80,9,1,10,2,,,,
221,"Celbesnos Bandits",23,10,1,"16,74,112,236","101,196",,24,29,20,"14,2",64,80,70,15,11,,19,100,,0,"3,3","23,3",110,50,8,1,20,2,,,,
222,"Rangers",24,1,1,"16,194,225","196",,16,25,10,"14,3",70,60,46,30,4,17,21,100,120,0,,"24,3",100,65,8,1,20,2,,,,
223,"Hunters",24,1,1,"16,190,194,225","196",,10,24,7,"14,3",68,60,44,25,4,12,21,100,120,0,,"24,3",100,65,8,1,20,2,,,,
224,"Night Hunters",24,1,1,"16,194,225,235","196",,18,30,5,"14,3",69,65,43,25,4,10,21,100,120,0,,"24,3",100,70,8,1,15,2,,,,"The children of the night can not be revealed by the mere light of the moon. In the mystery of the dark there lies the Night Hunters. No sleeping animal is safe from the sight of Night Hunters nor the sleeping soldier with the ability to loose arrow no less accurate than during the day. Such proficiency comes at the cost of extensive training and not many can accomplish such feat. "
225,"Black Forest Rangers",24,5,1,"16,190,194,225,308","196",,35,40,6,"20,3",64,75,55,25,3,20,21,100,150,0,,"24,3",130,80,8,1,10,2,,,,
226,"Tellas Huntmen",24,1,1,"16,194,225","196",,22,28,8,"20,3",70,60,46,25,3,14,21,100,130,0,,"24,3",110,70,9,1,20,2,,,,
227,"Nehel Followers",24,1,1,"16,90,194,225","196",,48,45,10,"0,0",75,65,47,30,4,32,21,100,130,0,,"24,4",120,50,8,1,15,2,,,,
228,"Light Horsemen",3,1,1,,"0",,50,28,15,"2,3",90,0,0,0,0,60,21,200,200,0,,,,,,,50,5,,,,"Light Horsemen are superb scouting and harassing cavalry units due to extremely high movement speed. Very few can catch up to Light Horsemen speed but their effectiveness existed only for those purposes. In the hand of a capable commander, they can create maximum chaos to the enemy army and allows other units to engage the enemy in more favourable terms."
229,"Night Riders",3,1,1,,"160",,,,,"2,3",88,0,0,0,0,63,21,200,200,0,,,,,,,,5,,,,
230,"Steppe Horsemen",3,1,1,,"0",,,,,"19,3",94,0,0,0,0,65,21,200,220,0,,,,,,,,5,,,,
231,"Bandit Riders",3,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"Calandels",3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
233,"Knights",1,2,1,,,,55,20,0,"7,3",60,0,0,0,0,80,21,200,200,0,,,,,,,,,,,,"For a warrior to become a knight is no easy task. Aside from talent, oftentimes fame, wealth and connection are required for a noble to grant any person a knight. Such title, however, comes with not only an honour but also support to uphold the finest equipment and training befit the title. Although knighthood is different in each country, the most shared concept of the knight is a heavily mounted warrior."
234,"Dark Knights",1,4,1,,,,70,10,0,"7,4",66,0,0,0,0,90,21,200,200,,,,,,,,,,,,,
235,"Divine Knights",7,4,1,,,,55,40,0,"7,4",65,0,0,0,0,80,21,200,200,,,,,,,,,,,,,
236,"Chivalric Knights",1,3,1,,,,60,20,10,"7,4",60,0,0,0,0,80,21,200,200,,,,,,,,,,,,,
237,"Royal Knights",1,3,1,,,,50,35,30,"7,4",55,0,0,0,0,70,21,200,200,,,,,,,,,,,,,
238,"Lion Knights",1,5,1,,,,,,,,,0,0,0,0,85,,,,,,,,,,,,,,,,
239,"Swan Knights",5,4,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
240,"Imperial Knights",7,4,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
241,"Men At Arms",1,,1,3,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"Men at Arms referred to many types of warriors in the middle age, but to put simply, they are a group of well-trained warriors serving an employer. Typically mounted and proficient in melee weaponry, they can charge through the enemy line with ease. As Men at Arms can come from different background, the skill standard in the unit often fluctuates when compare to Knights. "
242,"Avengers",1,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
243,"Lion Guards",1,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
244,"Salary's Dividers",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
245,"Camel Knights",5,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
246,"Camel Cataphracts",5,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
247,"Magulai's Bodyguards",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
248,"Baksae Sinjars",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
249,"Kurian Hunwrs",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
250,"Desert Conquerors",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
251,"Heavy Horsemen",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"It does not take long after the discovery of horse riding that civilisations begin to find its use in the matter of warfare. With superior speed come superior impact, Heavy Horsemen is the dawn of cavalry dominant in the battlefield. Equipped with heavy armour and weapon, they can overwhelm even a group of Spearmen in the right condition. Unsurprisingly though, the cost of equipment and horse maintenance is not cheap so only the wealthy nation can field an army of Heavy Horsemen in a battle."
252,"Cataphracts",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
253,"Tiger Cavalries",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
254,"Princess's Escorts",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
255,"Malebels",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
256,"Great Guards",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
257,"Elephant Riders",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,"Elephants are no stranger to the battlefield than horses throughout the history of warfare. From North Africa to Asia, elephants are adapted as heavy cavalry units but also for the shock values for the enemy. With a massive body and surprisingly good swiftness, no soldier nor horseman can match against Elephant Riders in term of destruction. However, no training can defeat the scarediness of elephants that can make them out of control easily."
258,"Armoured Elephant Riders",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
259,"Royal Palace Watchers",,,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
