"charid","name","health","authority","melee_command","range_command","cavalry_command","combat","social","trait","ability","mana","race","description"
100842,,,,,,,,,,,,,
100843,,,,,,,,,,,,,
100844,,,,,,,,,,,,,
100845,,,,,,,,,,,,,
100846,,,,,,,,,,,,,
100847,,,,,,,,,,,,,
100848,,,,,,,,,,,,,
100849,,,,,,,,,,,,,
100850,,,,,,,,,,,,,
100851,,,,,,,,,,,,,
100852,,,,,,,,,,,,,
100853,,,,,,,,,,,,,
100854,,,,,,,,,,,,,
100855,,,,,,,,,,,,,
100856,,,,,,,,,,,,,
100857,,,,,,,,,,,,,
100858,,,,,,,,,,,,,
100859,,,,,,,,,,,,,
100860,,,,,,,,,,,,,
100861,,,,,,,,,,,,,
100862,,,,,,,,,,,,,
100863,,,,,,,,,,,,,
100864,,,,,,,,,,,,,
100865,,,,,,,,,,,,,
100866,,,,,,,,,,,,,
100867,,,,,,,,,,,,,
100868,,,,,,,,,,,,,
100869,,,,,,,,,,,,,
100870,,,,,,,,,,,,,
100871,,,,,,,,,,,,,
100872,,,,,,,,,,,,,
100873,,,,,,,,,,,,,
100874,,,,,,,,,,,,,
100875,,,,,,,,,,,,,
100876,,,,,,,,,,,,,
100877,,,,,,,,,,,,,
100878,,,,,,,,,,,,,
100879,,,,,,,,,,,,,
100880,,,,,,,,,,,,,
100881,,,,,,,,,,,,,
100882,,,,,,,,,,,,,
100883,,,,,,,,,,,,,
100884,,,,,,,,,,,,,
100885,,,,,,,,,,,,,
100886,,,,,,,,,,,,,
100887,,,,,,,,,,,,,
100888,,,,,,,,,,,,,
100889,,,,,,,,,,,,,
100890,,,,,,,,,,,,,
100891,,,,,,,,,,,,,
100892,,,,,,,,,,,,,
100893,,,,,,,,,,,,,
100894,,,,,,,,,,,,,
100895,,,,,,,,,,,,,
100896,,,,,,,,,,,,,
100897,,,,,,,,,,,,,
100898,,,,,,,,,,,,,
100899,,,,,,,,,,,,,
100900,,,,,,,,,,,,,
100901,,,,,,,,,,,,,
100902,,,,,,,,,,,,,
100903,,,,,,,,,,,,,
100904,,,,,,,,,,,,,
100905,,,,,,,,,,,,,
100906,,,,,,,,,,,,,
100907,,,,,,,,,,,,,
100908,,,,,,,,,,,,,
100909,,,,,,,,,,,,,
100910,,,,,,,,,,,,,
100911,,,,,,,,,,,,,
100912,,,,,,,,,,,,,
100913,,,,,,,,,,,,,
100914,,,,,,,,,,,,,
100915,,,,,,,,,,,,,
100916,,,,,,,,,,,,,
100917,,,,,,,,,,,,,
100918,,,,,,,,,,,,,
100919,,,,,,,,,,,,,
100920,,,,,,,,,,,,,
100921,,,,,,,,,,,,,
100922,,,,,,,,,,,,,
100923,,,,,,,,,,,,,
100924,,,,,,,,,,,,,
100925,,,,,,,,,,,,,
100926,,,,,,,,,,,,,
100927,,,,,,,,,,,,,
100928,,,,,,,,,,,,,
100929,,,,,,,,,,,,,
100930,,,,,,,,,,,,,
100931,,,,,,,,,,,,,
100932,,,,,,,,,,,,,
100933,,,,,,,,,,,,,
100934,,,,,,,,,,,,,
100935,,,,,,,,,,,,,
100936,,,,,,,,,,,,,
100937,,,,,,,,,,,,,
100938,,,,,,,,,,,,,
100939,,,,,,,,,,,,,
100940,,,,,,,,,,,,,
100941,,,,,,,,,,,,,
100942,,,,,,,,,,,,,
100943,,,,,,,,,,,,,
100944,,,,,,,,,,,,,
100945,,,,,,,,,,,,,
100946,,,,,,,,,,,,,
100947,,,,,,,,,,,,,
100948,,,,,,,,,,,,,
100949,,,,,,,,,,,,,
100950,,,,,,,,,,,,,
100951,,,,,,,,,,,,,
100952,,,,,,,,,,,,,
100953,,,,,,,,,,,,,
100954,,,,,,,,,,,,,
100955,,,,,,,,,,,,,
100956,,,,,,,,,,,,,
100957,,,,,,,,,,,,,
100958,,,,,,,,,,,,,
100959,,,,,,,,,,,,,
100960,,,,,,,,,,,,,
100961,,,,,,,,,,,,,
100962,,,,,,,,,,,,,
100963,,,,,,,,,,,,,
100964,,,,,,,,,,,,,
100965,,,,,,,,,,,,,
100966,,,,,,,,,,,,,
100967,,,,,,,,,,,,,
100968,,,,,,,,,,,,,
100969,,,,,,,,,,,,,
100970,,,,,,,,,,,,,
100971,,,,,,,,,,,,,
100972,,,,,,,,,,,,,
100973,,,,,,,,,,,,,
100974,,,,,,,,,,,,,
100975,,,,,,,,,,,,,
100976,,,,,,,,,,,,,
100977,,,,,,,,,,,,,
100978,,,,,,,,,,,,,
100979,,,,,,,,,,,,,
100980,,,,,,,,,,,,,
100981,,,,,,,,,,,,,
100982,,,,,,,,,,,,,
100983,,,,,,,,,,,,,
100984,,,,,,,,,,,,,
100985,,,,,,,,,,,,,
100986,,,,,,,,,,,,,
100987,,,,,,,,,,,,,
100988,,,,,,,,,,,,,
100989,,,,,,,,,,,,,
100990,,,,,,,,,,,,,
100991,,,,,,,,,,,,,
100992,,,,,,,,,,,,,
100993,,,,,,,,,,,,,
100994,,,,,,,,,,,,,
100995,,,,,,,,,,,,,
100996,,,,,,,,,,,,,
100997,,,,,,,,,,,,,
100998,,,,,,,,,,,,,
100999,,,,,,,,,,,,,
101000,,,,,,,,,,,,,
101001,,,,,,,,,,,,,
101002,,,,,,,,,,,,,
101003,,,,,,,,,,,,,
101004,,,,,,,,,,,,,
101005,,,,,,,,,,,,,
101006,,,,,,,,,,,,,
101007,,,,,,,,,,,,,
101008,,,,,,,,,,,,,
101009,,,,,,,,,,,,,
101010,,,,,,,,,,,,,
101011,,,,,,,,,,,,,
101012,,,,,,,,,,,,,
101013,,,,,,,,,,,,,
101014,,,,,,,,,,,,,
101015,,,,,,,,,,,,,
101016,,,,,,,,,,,,,
101017,,,,,,,,,,,,,
101018,,,,,,,,,,,,,
101019,,,,,,,,,,,,,
101020,,,,,,,,,,,,,
101021,,,,,,,,,,,,,
101022,,,,,,,,,,,,,
101023,,,,,,,,,,,,,
101024,,,,,,,,,,,,,
101025,,,,,,,,,,,,,
101026,,,,,,,,,,,,,
101027,,,,,,,,,,,,,
101028,,,,,,,,,,,,,
101029,,,,,,,,,,,,,
101030,,,,,,,,,,,,,
101031,,,,,,,,,,,,,
101032,,,,,,,,,,,,,
101033,,,,,,,,,,,,,
101034,,,,,,,,,,,,,
101035,,,,,,,,,,,,,
101036,,,,,,,,,,,,,
101037,,,,,,,,,,,,,
101038,,,,,,,,,,,,,
101039,,,,,,,,,,,,,
101040,,,,,,,,,,,,,
101041,,,,,,,,,,,,,
101042,,,,,,,,,,,,,
101043,,,,,,,,,,,,,
101044,,,,,,,,,,,,,
101045,,,,,,,,,,,,,
101046,,,,,,,,,,,,,
101047,,,,,,,,,,,,,
101048,,,,,,,,,,,,,
101049,,,,,,,,,,,,,
101050,,,,,,,,,,,,,
101051,,,,,,,,,,,,,
101052,,,,,,,,,,,,,
101053,,,,,,,,,,,,,
101054,,,,,,,,,,,,,
101055,,,,,,,,,,,,,
101056,,,,,,,,,,,,,
101057,,,,,,,,,,,,,
101058,,,,,,,,,,,,,
101059,,,,,,,,,,,,,
101060,,,,,,,,,,,,,
101061,,,,,,,,,,,,,
101062,,,,,,,,,,,,,
101063,,,,,,,,,,,,,
101064,,,,,,,,,,,,,
101065,,,,,,,,,,,,,
101066,,,,,,,,,,,,,
101067,,,,,,,,,,,,,
101068,,,,,,,,,,,,,
101069,,,,,,,,,,,,,
101070,,,,,,,,,,,,,
101071,,,,,,,,,,,,,
101072,,,,,,,,,,,,,
101073,,,,,,,,,,,,,
101074,,,,,,,,,,,,,
101075,,,,,,,,,,,,,
101076,,,,,,,,,,,,,
101077,,,,,,,,,,,,,
101078,,,,,,,,,,,,,
101079,,,,,,,,,,,,,
101080,,,,,,,,,,,,,
101081,,,,,,,,,,,,,
101082,,,,,,,,,,,,,
101083,,,,,,,,,,,,,
101084,,,,,,,,,,,,,
101085,,,,,,,,,,,,,
101086,,,,,,,,,,,,,
101087,,,,,,,,,,,,,
101088,,,,,,,,,,,,,
101089,,,,,,,,,,,,,
101090,,,,,,,,,,,,,
101091,,,,,,,,,,,,,
101092,,,,,,,,,,,,,
101093,,,,,,,,,,,,,
101094,,,,,,,,,,,,,
101095,,,,,,,,,,,,,
101096,,,,,,,,,,,,,
101097,,,,,,,,,,,,,
101098,,,,,,,,,,,,,
101099,,,,,,,,,,,,,
101100,,,,,,,,,,,,,
101101,,,,,,,,,,,,,
101102,,,,,,,,,,,,,
101103,,,,,,,,,,,,,
101104,,,,,,,,,,,,,
101105,,,,,,,,,,,,,
101106,,,,,,,,,,,,,
101107,,,,,,,,,,,,,
101108,,,,,,,,,,,,,
101109,,,,,,,,,,,,,
101110,,,,,,,,,,,,,
101111,,,,,,,,,,,,,
101112,,,,,,,,,,,,,
101113,,,,,,,,,,,,,
101114,,,,,,,,,,,,,
101115,,,,,,,,,,,,,
101116,,,,,,,,,,,,,
101117,,,,,,,,,,,,,
101118,,,,,,,,,,,,,
101119,,,,,,,,,,,,,
101120,,,,,,,,,,,,,
101121,,,,,,,,,,,,,
101122,,,,,,,,,,,,,
101123,,,,,,,,,,,,,
101124,,,,,,,,,,,,,
101125,,,,,,,,,,,,,
101126,,,,,,,,,,,,,
101127,,,,,,,,,,,,,
101128,,,,,,,,,,,,,
101129,,,,,,,,,,,,,
101130,,,,,,,,,,,,,
101131,,,,,,,,,,,,,
101132,,,,,,,,,,,,,
101133,,,,,,,,,,,,,
101134,,,,,,,,,,,,,
101135,,,,,,,,,,,,,
101136,,,,,,,,,,,,,
101137,,,,,,,,,,,,,
101138,,,,,,,,,,,,,
101139,,,,,,,,,,,,,
101140,,,,,,,,,,,,,
101141,,,,,,,,,,,,,
101142,,,,,,,,,,,,,
101143,,,,,,,,,,,,,
101144,,,,,,,,,,,,,
101145,,,,,,,,,,,,,
101146,,,,,,,,,,,,,
101147,,,,,,,,,,,,,
101148,,,,,,,,,,,,,
101149,,,,,,,,,,,,,
101150,,,,,,,,,,,,,
101151,,,,,,,,,,,,,
101152,,,,,,,,,,,,,
101153,,,,,,,,,,,,,
101154,,,,,,,,,,,,,
101155,,,,,,,,,,,,,
101156,,,,,,,,,,,,,
101157,,,,,,,,,,,,,
101158,,,,,,,,,,,,,
101159,,,,,,,,,,,,,
101160,,,,,,,,,,,,,
101161,,,,,,,,,,,,,
101162,,,,,,,,,,,,,
101163,,,,,,,,,,,,,
101164,,,,,,,,,,,,,
101165,,,,,,,,,,,,,
101166,,,,,,,,,,,,,
101167,,,,,,,,,,,,,
101168,,,,,,,,,,,,,
101169,,,,,,,,,,,,,
101170,,,,,,,,,,,,,
101171,,,,,,,,,,,,,
101172,,,,,,,,,,,,,
101173,,,,,,,,,,,,,
101174,,,,,,,,,,,,,
101175,,,,,,,,,,,,,
101176,,,,,,,,,,,,,
101177,,,,,,,,,,,,,
101178,,,,,,,,,,,,,
101179,,,,,,,,,,,,,
101180,,,,,,,,,,,,,
101181,,,,,,,,,,,,,
101182,,,,,,,,,,,,,
101183,,,,,,,,,,,,,
101184,,,,,,,,,,,,,
101185,,,,,,,,,,,,,
101186,,,,,,,,,,,,,
101187,,,,,,,,,,,,,
101188,,,,,,,,,,,,,
101189,,,,,,,,,,,,,
101190,,,,,,,,,,,,,
101191,,,,,,,,,,,,,
101192,,,,,,,,,,,,,
101193,,,,,,,,,,,,,
101194,,,,,,,,,,,,,
101195,,,,,,,,,,,,,
101196,,,,,,,,,,,,,
101197,,,,,,,,,,,,,
101198,,,,,,,,,,,,,
101199,,,,,,,,,,,,,
101200,,,,,,,,,,,,,
101201,,,,,,,,,,,,,
101202,,,,,,,,,,,,,
101203,,,,,,,,,,,,,
101204,,,,,,,,,,,,,
101205,,,,,,,,,,,,,
101206,,,,,,,,,,,,,
101207,,,,,,,,,,,,,
101208,,,,,,,,,,,,,
101209,,,,,,,,,,,,,
101210,,,,,,,,,,,,,
101211,,,,,,,,,,,,,
101212,,,,,,,,,,,,,
101213,,,,,,,,,,,,,
101214,,,,,,,,,,,,,
101215,,,,,,,,,,,,,
101216,,,,,,,,,,,,,
101217,,,,,,,,,,,,,
101218,,,,,,,,,,,,,
101219,,,,,,,,,,,,,
101220,,,,,,,,,,,,,
101221,,,,,,,,,,,,,
101222,,,,,,,,,,,,,
101223,,,,,,,,,,,,,
101224,,,,,,,,,,,,,
101225,,,,,,,,,,,,,
101226,,,,,,,,,,,,,
101227,,,,,,,,,,,,,
101228,,,,,,,,,,,,,
101229,,,,,,,,,,,,,
101230,,,,,,,,,,,,,
101231,,,,,,,,,,,,,
101232,,,,,,,,,,,,,
101233,,,,,,,,,,,,,
101234,,,,,,,,,,,,,
101235,,,,,,,,,,,,,
101236,,,,,,,,,,,,,
101237,,,,,,,,,,,,,
101238,,,,,,,,,,,,,
101239,,,,,,,,,,,,,
101240,,,,,,,,,,,,,
101241,,,,,,,,,,,,,
101242,,,,,,,,,,,,,
101243,,,,,,,,,,,,,
101244,,,,,,,,,,,,,
